the_geom,ParkNumber,ParkName,IniPlntSn,DatColMthd,Acres
"MULTIPOLYGON (((-74.25115751400772 40.50275073147563, -74.25115493689202 40.50275685804051, -74.25116034729011 40.502752186840034, -74.25114571264915 40.5027870316841, -74.25113484101796 40.5028042007292, -74.25113293929657 40.50282116463377, -74.25109504650067 40.5028243624974, -74.2510804599136 40.50283463077473, -74.25103248777457 40.50284010920782, -74.25101114076647 40.502842691805014, -74.25098972373598 40.50286370666588, -74.25096920047301 40.50285819706287, -74.25094318348496 40.5028662813122, -74.25091166897874 40.50286557486358, -74.25088718959795 40.502877230855255, -74.25086065979154 40.50288007150139, -74.25083819652248 40.502885427447325, -74.25081422212294 40.50289018423489, -74.25077339635006 40.502900589066364, -74.25075841837496 40.502906546404716, -74.2507350062075 40.502919982187, -74.2506894094595 40.50292280861917, -74.25064409473848 40.50291810145672, -74.25060232080263 40.50293301636749, -74.25059974714681 40.502922139043676, -74.25059026350814 40.50291685291102, -74.2505515132737 40.502899038524404, -74.25053265221443 40.502885009771944, -74.25052346524772 40.50287640632219, -74.2504970878163 40.50283521407858, -74.25054236351377 40.502813781605894, -74.25050267068056 40.5027902814928, -74.25048220812849 40.50278710495187, -74.25049321372376 40.50274865247394, -74.25047929167799 40.502726282098465, -74.2504674087681 40.502713192668814, -74.25045474844966 40.50270105589784, -74.25045380681476 40.502683676760824, -74.25045339517447 40.502673935690595, -74.25044394050278 40.50266062212933, -74.25046050922732 40.50265038923024, -74.25043896605106 40.50263806832404, -74.25044157952429 40.502612024602136, -74.2504413842156 40.50260334568892, -74.25045273231238 40.50259145369514, -74.25047178471038 40.50256620078278, -74.25046687765409 40.5025515616182, -74.25048004523855 40.50253031811522, -74.25049261872742 40.50251896916578, -74.25047891883372 40.502506760822826, -74.25048857973685 40.50244160416476, -74.25050395023884 40.50244188039616, -74.25053006060011 40.502443003994635, -74.25054351966517 40.502442260487406, -74.25056399214346 40.502432372059026, -74.25059275732882 40.50243865080262, -74.25065532265268 40.50244802559239, -74.25066038489052 40.50247824633717, -74.25067871399563 40.50248792035148, -74.2506976953906 40.50249095870935, -74.25071700509363 40.50250698834014, -74.25074759265412 40.502505938125864, -74.2507690625893 40.50251665618512, -74.25075600497269 40.502526302413884, -74.25075849285994 40.50252972080493, -74.25076204506027 40.502556156301424, -74.25078150862439 40.502565703546736, -74.25083424844344 40.502572958243036, -74.25085861110507 40.50257329852094, -74.2508723264387 40.50257607910218, -74.25087050838643 40.50258045696678, -74.25090728697865 40.502576834760355, -74.25093381487936 40.50258735081668, -74.2509427707045 40.50260131741479, -74.25100683698402 40.50260821496612, -74.25103675360852 40.50259938553499, -74.25104090734924 40.502601248656894, -74.25105746661805 40.502594809638715, -74.25106453383741 40.50260189398129, -74.2510919276676 40.502601721478314, -74.25109750307426 40.50259795405507, -74.25113016954006 40.50260135142648, -74.25111692168318 40.502636980298455, -74.25113039642171 40.50265799177084, -74.25114324078415 40.50267983671394, -74.2511524925657 40.502703797666705, -74.25115969399363 40.502727133633485, -74.25116731919299 40.50274770763732, -74.25116710938092 40.50274869778262, -74.25115751400772 40.50275073147563)))",R006,Conference House Park,2008 Spring,GPS,0.53504857
"MULTIPOLYGON (((-74.25118604998352 40.50274681833699, -74.25120571572566 40.50273980966446, -74.25120257820122 40.50274749537974, -74.25120385462739 40.50276192903431, -74.25120152115274 40.50277983764408, -74.25118634483925 40.50276438439387, -74.25117106135522 40.50275965672735, -74.2511480016902 40.50274943661516, -74.25114506092221 40.5027272160892, -74.25113882190733 40.50270506942081, -74.25113996083057 40.50269074934994, -74.2511327631722 40.502670612968295, -74.25110200313622 40.502666592759724, -74.25110816168846 40.502649411517496, -74.25108505653469 40.50264874254803, -74.25107474935116 40.50264940087626, -74.25103000469582 40.50264754821015, -74.25101910321716 40.502621257574475, -74.25101423571053 40.50260367360276, -74.25102496592943 40.50259408826885, -74.25105145505279 40.502596154679175, -74.25107919177186 40.50259493050674, -74.25109045523205 40.502582207442565, -74.25108514626154 40.50256456230297, -74.25106702919717 40.502546657915964, -74.25107164170898 40.50252963224822, -74.25106546667855 40.502511004719665, -74.25105647978701 40.50250259268818, -74.25104210769807 40.502497390230666, -74.25104595379351 40.50248612785241, -74.2510459228873 40.502485751497126, -74.25108729609174 40.502478263097764, -74.25109366937811 40.50249659211488, -74.25109635857176 40.50253633486879, -74.25111804266274 40.50257264645036, -74.25113410592992 40.502612248269855, -74.25113983932062 40.50266028187392, -74.25115381874726 40.502702271061956, -74.2511647370329 40.5027424406667, -74.25118541467725 40.50274414334274, -74.25118604998352 40.50274681833699)))",R006,Conference House Park,2008 Spring,GPS,0.02944552
"MULTIPOLYGON (((-74.24952089384378 40.499827287574945, -74.24951307775154 40.49981666296745, -74.24951140423248 40.49979243865594, -74.24950501038026 40.499762405361274, -74.24950434260039 40.49975100155779, -74.24949351423159 40.49973042269874, -74.24949089504867 40.49969967337683, -74.24950551341628 40.49968602642797, -74.24950651635382 40.49965288641917, -74.24949587428077 40.49963480793638, -74.24947290367089 40.49964968155844, -74.24945145611822 40.49963296025276, -74.24945896528726 40.49959895059367, -74.2494435116735 40.49957621780285, -74.24941975995107 40.49955562200209, -74.249412725108 40.49953715924787, -74.24942298630039 40.499500575287996, -74.24939291298467 40.49948099371489, -74.24946368092851 40.49944761200656, -74.24956163729858 40.4994203938131, -74.24959006671433 40.49941578428643, -74.24962832335646 40.49941638097125, -74.24966461050137 40.49941775818831, -74.24971039321642 40.499406286631995, -74.24974628745731 40.49941680509245, -74.24978190668341 40.4994304381849, -74.24980740598022 40.49943598669578, -74.24980888224594 40.49944875034429, -74.24983619164286 40.49946168738707, -74.24985315352808 40.49947414625767, -74.24986783413779 40.49949108034117, -74.24987543200035 40.4994966516064, -74.24989879956344 40.49949901775124, -74.24992484500022 40.49948529002931, -74.24994660358 40.49947474151673, -74.24995058343974 40.499475908043884, -74.24996029995721 40.499470737628585, -74.2499654169621 40.4994567402974, -74.2499894325062 40.49944752505284, -74.25000278983246 40.49943550534964, -74.25001998410622 40.499429340658054, -74.25002993135526 40.49940732255465, -74.25005950342471 40.49938935370991, -74.25008097092154 40.49939183112166, -74.25008563334484 40.499411799294656, -74.25007452269291 40.4994337469951, -74.250083305499 40.49945271109908, -74.25009530599621 40.49947975227804, -74.25007709897699 40.49948860097655, -74.25006710797508 40.49951090554895, -74.25005507548627 40.49954218658359, -74.25003952086298 40.49957136264021, -74.25002810882484 40.49959348479556, -74.25003007054264 40.49960418966458, -74.25004172382397 40.499630809255265, -74.25006618747047 40.49965055507378, -74.25009872895544 40.49966824717549, -74.25012580094979 40.49965899192133, -74.25015883054307 40.49966367563739, -74.25018360706277 40.499664875163546, -74.25020745924351 40.49967882645204, -74.25024219868352 40.49968174677358, -74.25026554233833 40.499673921559214, -74.25029000072314 40.49968656663556, -74.2503060316656 40.49969232209803, -74.25031268659515 40.49971731719551, -74.25033328844498 40.499756065431995, -74.2502597432649 40.499781150814975, -74.25022835707603 40.499792592097634, -74.250200350968 40.49978835221778, -74.2501807021321 40.49979368479154, -74.25013721747634 40.49980931739297, -74.25009485705937 40.49982621818023, -74.25006689890843 40.499838904589204, -74.25003368572969 40.499859916166216, -74.24999417545651 40.499827617267535, -74.24998750885113 40.49980357224021, -74.24993885635588 40.49976817919432, -74.24991499796847 40.49976644900251, -74.24989438216704 40.49976557175378, -74.24986923514346 40.49977351338592, -74.24986139797439 40.499779045317716, -74.24985221912898 40.499770267992886, -74.24983382679613 40.49977469813848, -74.24981721904011 40.49977431824923, -74.24980300787462 40.49980032597333, -74.24976722591946 40.49979592370891, -74.24975476837591 40.499816418146665, -74.24974063285428 40.49984500032324, -74.24968799191318 40.499828233479064, -74.24968742502259 40.49982806090962, -74.24967384689732 40.49981857902001, -74.24964477291313 40.49982816451571, -74.24962894667026 40.49984753159629, -74.24959603737051 40.49985138632364, -74.24956930007181 40.4998419438502, -74.24955134410106 40.49984730055074, -74.2495291655339 40.49982375030359, -74.24952089384378 40.499827287574945)))",R006,Conference House Park,2008 Spring,GPS,0.5973074
"MULTIPOLYGON (((-74.24948269140404 40.49967180349471, -74.24948371476727 40.499671643676415, -74.24953038026626 40.49969373045152, -74.24957998631352 40.499694212418966, -74.24960615126933 40.49968465488013, -74.24963249464449 40.49967960051466, -74.24966094360032 40.4996602906209, -74.24966814245792 40.49964177530038, -74.24967332772135 40.49960654595787, -74.24965845916793 40.49958666121057, -74.24960290393126 40.49958202635045, -74.24958752960461 40.49958465692991, -74.24955490095793 40.49960646587036, -74.24952141688819 40.49961622482306, -74.24948634758267 40.49963142823537, -74.24945868020465 40.49960538192246, -74.24944450320041 40.49952198552577, -74.2495005444012 40.49953041425364, -74.24952660708998 40.49952128470838, -74.24959638703767 40.49950512866876, -74.2497298609379 40.49948830537389, -74.24975202296068 40.499499224736994, -74.2497592133562 40.499527726278615, -74.24978948633265 40.49952966767275, -74.24980860140086 40.499541251047, -74.24984183304962 40.49954667645384, -74.2498664382022 40.49955506628031, -74.24988621552801 40.499572449435824, -74.24986621325361 40.499583578558656, -74.2498297263672 40.49960549143519, -74.24979546427551 40.499612232673314, -74.24976450740371 40.49960438527007, -74.24972963986876 40.49961263529922, -74.2497308055342 40.49962499348397, -74.2497127657573 40.49965906480067, -74.24970378332002 40.49968707922939, -74.24971120377187 40.49969631606248, -74.2497357625293 40.49970996153089, -74.24975034403934 40.49972594037893, -74.24975688837682 40.49975106992834, -74.24977546355343 40.49978169446085, -74.24975452843083 40.49980523764618, -74.24972826507229 40.49980645829476, -74.249699865669 40.49982514943064, -74.24966738059766 40.49982635028392, -74.24963832147971 40.49983770709482, -74.24960509371267 40.49982735120009, -74.24955504623927 40.49977373062824, -74.24955965169161 40.49976266386331, -74.24956329871728 40.49973533554947, -74.24948269140404 40.49967180349471)))",R006,Conference House Park,2008 Spring,GPS,0.15703552
"MULTIPOLYGON (((-73.915743430318 40.89504734039924, -73.91595311068139 40.89510123688248, -73.91575055791995 40.89587004552578, -73.9154411592031 40.895914884061334, -73.915743430318 40.89504734039924)))",X142,Riverdale Park,2007 Fall,Drawing,0.49368062
"MULTIPOLYGON (((-74.25274420846489 40.501232821767765, -74.25274126437826 40.50124105732631, -74.25273234382333 40.501222740312315, -74.25272925837876 40.50121105458199, -74.25271216705148 40.50118988826292, -74.25272590114024 40.501168345173916, -74.25272182446243 40.50115939294425, -74.25272061574434 40.50114765805386, -74.25272000218982 40.50112359445088, -74.252698728543 40.50110453378218, -74.25269036237387 40.501102422443694, -74.25266054074642 40.5011108693729, -74.25263331830988 40.501121272834425, -74.25263052902446 40.501112093534424, -74.25265155459782 40.501090792854676, -74.25263284562654 40.501070164101634, -74.25266135897964 40.50105079749038, -74.25266583945438 40.50104766727694, -74.2526699178671 40.50104521875185, -74.25269618514072 40.5010255644041, -74.25271814500219 40.50101019797081, -74.2527232742098 40.50100548138758, -74.25272702692223 40.50100644029566, -74.25276706435325 40.50101194532442, -74.25278790059411 40.501022652695625, -74.25281512161078 40.50100814637013, -74.25282660722078 40.500986005765476, -74.25283241476568 40.50097567826018, -74.25284996705429 40.50096869107014, -74.25284284540524 40.50098403113928, -74.25285432682138 40.50099011055679, -74.25286032625667 40.50098560547631, -74.25287270264232 40.50100654622396, -74.25291475044835 40.50100242277045, -74.25293227013472 40.50101426219138, -74.2529647583022 40.50100968791059, -74.25298044163051 40.501018833374175, -74.25300561278516 40.501073676197926, -74.25301751171783 40.50109250443074, -74.25303930513402 40.50109738679686, -74.25305247462445 40.50111154025694, -74.2530624808277 40.501130546461894, -74.25303288869297 40.50117656143477, -74.25303336673618 40.50120749460388, -74.25304466970351 40.50123841560996, -74.2530921240385 40.50122302080032, -74.25310600912677 40.50124919209539, -74.2531521992538 40.5012653862587, -74.25319187415124 40.501287880502154, -74.25323580988379 40.50130188770763, -74.25326884414334 40.501329021718455, -74.25330154746618 40.501354116742064, -74.25331680583737 40.50137530413003, -74.25332058539395 40.50141074438364, -74.25329378101793 40.501422827474045, -74.2532776191058 40.501462404668246, -74.25327529980551 40.50149355203337, -74.25322848431686 40.501522234679726, -74.25321091968277 40.501535647260155, -74.25317596519933 40.50154788338626, -74.25313710268965 40.50153964909269, -74.2531301064299 40.501512383767086, -74.2531500207024 40.50148360921963, -74.25317827769736 40.50145261175676, -74.25320680652884 40.50144106971107, -74.253265990712 40.50138048719672, -74.25323295109467 40.50135225634731, -74.25319461466529 40.50132341310586, -74.25316344573665 40.50128511014536, -74.2531080636026 40.50128986916064, -74.25305090561619 40.501304189426335, -74.25302819636407 40.50130078235442, -74.25299023566278 40.501304801381934, -74.2529725083584 40.50126554658864, -74.25296666005566 40.501253563475586, -74.25295006748719 40.50124139602318, -74.25294020503962 40.501258517991445, -74.25292755211227 40.50127769842503, -74.25291197642237 40.50129889709052, -74.25289418932194 40.50128842436507, -74.25285957917565 40.50128469498019, -74.25283108406683 40.501270209649014, -74.25281744857897 40.501249495904005, -74.25279346759805 40.50122922819902, -74.25274920946504 40.50124068591749, -74.25274420846489 40.501232821767765)))",R006,Conference House Park,2008 Spring,GPS,0.26288255
"MULTIPOLYGON (((-74.2520401043893 40.50061129224864, -74.25204193850438 40.50059775230238, -74.25200825552385 40.500577931694984, -74.25200472052869 40.500550529922506, -74.25199310393128 40.50052419051609, -74.25197957627348 40.50048533698981, -74.25200480729409 40.50048183614198, -74.2520248483939 40.5004963681621, -74.25203488447124 40.50051964652154, -74.25202654350441 40.50054579381818, -74.25205029841278 40.50055910375816, -74.25204390970862 40.50056956758052, -74.25203751547444 40.500576686833526, -74.25203713572431 40.50058360196319, -74.25204305289125 40.50059419725038, -74.2520401043893 40.50061129224864)))",R006,Conference House Park,2008 Spring,GPS,0.00874053
"MULTIPOLYGON (((-74.25259083480171 40.50368867159378, -74.25255944118395 40.50367916171778, -74.2525682395686 40.503672869239146, -74.25256167147482 40.50366119657421, -74.25254783441662 40.503649692096225, -74.25254646089691 40.50361556761052, -74.25258723991604 40.503622099481376, -74.25257585996522 40.50364486839656, -74.25260677319385 40.50364838717733, -74.25263014048802 40.50365401900333, -74.25263606775637 40.50369092151407, -74.25262774475273 40.503702193800706, -74.25269892718416 40.50383048643658, -74.25266105713996 40.50379675209671, -74.25265431616187 40.50377274071132, -74.25262137561607 40.50371039817154, -74.25259083480171 40.50368867159378)))",R006,Conference House Park,2008 Spring,GPS,0.01340906
"MULTIPOLYGON (((-74.25279729474605 40.50398868709017, -74.25278791710191 40.503978133686466, -74.25279568604296 40.5039741479228, -74.25282967248795 40.50396045248479, -74.25286435034545 40.5039873362424, -74.25285620588049 40.50401087971839, -74.25291167651822 40.504023304610655, -74.2529095627193 40.50402713203274, -74.25288880950502 40.50406202480201, -74.25289199981498 40.504068330509504, -74.25289099536579 40.50407132339387, -74.25298736769206 40.50406023884007, -74.25302174030095 40.50412115617499, -74.25295438481751 40.504084124347635, -74.25295336376499 40.504090523986314, -74.25291787296001 40.50410979887799, -74.25293446379992 40.50412101087227, -74.2528924706263 40.50413448264289, -74.25291314143195 40.50414579191201, -74.25289793338979 40.50415925507984, -74.25288400689804 40.504137559505, -74.25286111887287 40.50411458420557, -74.25282741346155 40.504095292501326, -74.25284100252183 40.50405895936587, -74.25284096470962 40.50403523219964, -74.25281781648026 40.50400926139074, -74.25279729474605 40.50398868709017)))",R006,Conference House Park,2008 Spring,GPS,0.0321945
"MULTIPOLYGON (((-74.07922999961829 40.58928965536851, -74.07938944173746 40.58918910812305, -74.07943351617196 40.58932075762306, -74.07954044370769 40.58937648189591, -74.07978494762118 40.589405329053996, -74.07994170784129 40.589510120288544, -74.07994181738908 40.58960163051526, -74.079994551711 40.58963061138532, -74.08030926211664 40.58961476417476, -74.08040151891306 40.5896414857311, -74.08021151165818 40.58988824940937, -74.07922999961829 40.58928965536851)))",R149,Ocean Breeze Park,2008 Spring,Drawing,0.42490841
"MULTIPOLYGON (((-73.87102090751767 40.87615960242726, -73.87139133676608 40.874999144709534, -73.87198169769289 40.87237709671306, -73.87215132010125 40.872534936079845, -73.87231132394932 40.87278591653483, -73.87244293392844 40.87307269492844, -73.87258361722816 40.87355296851888, -73.87261141380571 40.87382529892824, -73.87254442866087 40.8742981697792, -73.87249687020521 40.87448443016294, -73.87232637396596 40.874778041407794, -73.87221279111618 40.87493556604234, -73.87220310120937 40.875064544005866, -73.87216521631004 40.875128993240175, -73.87202332564874 40.87527215234136, -73.87191934894206 40.875343695170294, -73.87178703753764 40.875415206428755, -73.8715413189827 40.87555108794753, -73.87138062661474 40.875658396682084, -73.87127654320504 40.87578009602027, -73.87120080642734 40.875887499229925, -73.87115335297125 40.87601643403221, -73.87111545261946 40.87608804988303, -73.87102090751767 40.87615960242726)))",X004,Bronx River Parkway,2008 Spring,Drawing,5.55305311
"MULTIPOLYGON (((-73.89365680752242 40.90151088587733, -73.89372747259897 40.90119819306459, -73.89377147129171 40.90110507488876, -73.89379785343064 40.901058517124355, -73.89383294928693 40.90105189392668, -73.89387680017677 40.90105193424367, -73.89389430320867 40.90107191045951, -73.89392928342316 40.901138491070846, -73.89392915598398 40.901218344971255, -73.89395517588743 40.90139803613218, -73.89397260241417 40.901471249774204, -73.89398997591067 40.901577735343466, -73.89399860130479 40.901664251849944, -73.8939634379542 40.90171745166354, -73.89391077362986 40.90174402428608, -73.89383184381714 40.90174395172915, -73.89378798302184 40.90175056686272, -73.89369153462683 40.90173051256341, -73.89365654134882 40.90167724282831, -73.89364788679258 40.90160403632167, -73.89365680752242 40.90151088587733)))",X092,Van Cortlandt Park,2008 Spring,Drawing,0.41157429
"MULTIPOLYGON (((-73.89378591624815 40.90057306150619, -73.8936982162873 40.90057298078763, -73.89364561666102 40.90055962138772, -73.89359307032103 40.90051299092709, -73.89357562315004 40.9004530881507, -73.89354073722137 40.90033327539176, -73.89353210428845 40.900246758821595, -73.89356725654864 40.90020021459302, -73.89361113530347 40.900186944080595, -73.8936462129478 40.9001869764005, -73.89369005143483 40.90019367225579, -73.89371626301553 40.900253583987315, -73.89371615659886 40.90032013236723, -73.89371609276144 40.90036005347055, -73.89374231154468 40.90041996970327, -73.89375980021228 40.90045325778518, -73.89377730422949 40.90047323942502, -73.89380358691353 40.900493224635206, -73.8938210578796 40.900533167268385, -73.89378591624815 40.90057306150619)))",X092,Van Cortlandt Park,2008 Spring,Drawing,0.15632912
"MULTIPOLYGON (((-73.79227063744712 40.87259426512566, -73.79226685521895 40.872593611764955, -73.79225862867077 40.87259083154917, -73.7922429162942 40.87258587938001, -73.79223317644342 40.872581831248624, -73.79222900787867 40.87257915378871, -73.79221916208343 40.87257104695423, -73.79221613149491 40.87256940530608, -73.79221321572895 40.87256860222129, -73.79220997961602 40.87256857388208, -73.79220622256707 40.87256935414578, -73.79219311476672 40.872574439926076, -73.79218812666943 40.87257587623097, -73.7921721235488 40.87257855068402, -73.79216070353107 40.87257880026375, -73.79215254082993 40.872577228613714, -73.79213557031963 40.87257173386951, -73.79211763433376 40.872566946069675, -73.79210654896404 40.87256450377997, -73.79207719144776 40.872560830915766, -73.79206652075615 40.87255855686061, -73.79206056640933 40.87255639395894, -73.79205690181544 40.87255378403721, -73.79205045871714 40.87254669006823, -73.79204720836249 40.872544008853374, -73.79204143516228 40.872540822419296, -73.79203497120248 40.87253812370653, -73.79202815767376 40.87253606010975, -73.79202135723216 40.87253474304287, -73.79201735867296 40.87253460706624, -73.7920070855257 40.872535325151865, -73.79200303675869 40.8725345533378, -73.79200073511787 40.872531974686574, -73.7919996304691 40.87252749185419, -73.7919998642283 40.87252140495895, -73.79200137755645 40.87251583725165, -73.79200258936972 40.87251412490171, -73.7920044976104 40.87251276769982, -73.79201050798957 40.87251104778982, -73.79201815169596 40.872510527575315, -73.79204304138432 40.87251048238195, -73.79204988655493 40.87250963474872, -73.79205514074657 40.87250808096501, -73.79206284668483 40.87250435151107, -73.79207025129072 40.87249986780304, -73.79207696831529 40.87249485516815, -73.79208267194844 40.87248955885348, -73.79208710262893 40.87248428275728, -73.79209103848908 40.87247829168041, -73.79209439856047 40.8724716818294, -73.79209708734363 40.872464643936375, -73.79209998450327 40.872452045889034, -73.7921003282882 40.87244643104885, -73.79209992920534 40.872441275921496, -73.79209801480228 40.872435499427105, -73.7920905229259 40.87242274848947, -73.79208821603962 40.87241691545732, -73.79208709718587 40.87240786891356, -73.79208743691362 40.87239368769862, -73.79208489103084 40.87237437389087, -73.79208482920635 40.87236834769612, -73.79208554140497 40.8723655556573, -73.79208687271988 40.87236356256869, -73.79208883864305 40.87236234594582, -73.7920914688794 40.872361890533924, -73.79209645859574 40.87236220839186, -73.79210233542102 40.87236335990113, -73.79211676097934 40.87236781540227, -73.79213128929837 40.872370516930886, -73.79214340826074 40.87237170309469, -73.79214939980572 40.8723714491423, -73.79216432718532 40.87236944722242, -73.79217158347957 40.87236989882991, -73.79217452682893 40.872370982918554, -73.79217754240084 40.872372871275275, -73.79218906297244 40.87238294870169, -73.792191783188 40.8723844484147, -73.79219446878741 40.872385257389006, -73.79219734150391 40.87238540844151, -73.79220074879105 40.87238494272002, -73.7922157207571 40.87238082111883, -73.79222136401886 40.872380791658266, -73.79222605358227 40.87238225619524, -73.79223090392077 40.872384659332724, -73.79223538914744 40.87238773718063, -73.79223889603766 40.87239108251371, -73.79224089101987 40.87239499243376, -73.79224233315335 40.87240498957569, -73.79224391244531 40.87240905633318, -73.79224760767893 40.872414009380776, -73.79225188849362 40.87241834574595, -73.79225636581808 40.87242167571616, -73.7922608691933 40.8724238819208, -73.79226630069866 40.87242518390245, -73.79227298529916 40.87242560655921, -73.79228078544216 40.87242513163342, -73.79228918615733 40.87242379781958, -73.7922939752776 40.87242225489429, -73.79230428369091 40.87241745582306, -73.79230902692166 40.872416172155845, -73.79231365537912 40.87241593285096, -73.79231897074862 40.87241643678645, -73.79233769298061 40.872420540696666, -73.79235756674964 40.87242361741506, -73.7923618868684 40.872424866965005, -73.79236419323192 40.872426316402276, -73.79236469249518 40.87242750864967, -73.79236437009517 40.872428941650696, -73.79236120429377 40.872432611757205, -73.79233772125359 40.87244947261087, -73.79232114160176 40.87246355166132, -73.79231386694818 40.872471633079364, -73.79231084146254 40.87247747361936, -73.79230630351653 40.872491270873816, -73.79230325104932 40.87249663410501, -73.79229903119969 40.87250088132816, -73.79228775577015 40.87250953455904, -73.79228397390193 40.87251370422731, -73.79228165785744 40.87251801160748, -73.79227995254163 40.87252314583682, -73.79227733784052 40.87253989205666, -73.79227569426767 40.872568551714224, -73.7922754222927 40.87258915805161, -73.79227374362114 40.87259297761251, -73.79227237878159 40.87259393057624, -73.79227063744712 40.87259426512566)))",X039,Pelham Bay Park,2008 Spring,GPS,0.10174144
